symbol,revenuePerShare,trailingPE,earningsQuarterlyGrowth,previousClose,open,dayLow,dayHigh,volume,trailingEps,pegRatio,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare.1,earningsGrowth,revenueGrowth
SILGO.NS,37.243,9.683795,0.524,24.05,24,23.6,24.5,83341,2.53,7.752124646,56540164,219800992,382420000,68.599,37.243,0.534,-0.008
CHORDIA.BO,368.6800454,147.75337,1.272780739,86.22,86,85.36,88,64,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
GOLDCORP.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
JYOTISTRUC.BO,7.088,115.73684,1.272780739,20.95,19.91,19.91,21.99,516724,0.19,7.752124646,15471500,18594136064,4782589952,118.1582281,7.088,1.072591783,0.272
MHLXMIRU.BO,268.541,32.905487,0.071,272,283,271.95,283,5,8.57,7.752124646,201382496,518726016,2850541056,56.614,268.541,0.071,0.128
IL&FSTRANS.BO,3.025,inf,0.033,4.17,4.09,4.09,4.15,38295,18.4682045,7.752124646,-1182000000,2.76E+11,995100032,385.701,3.025,1.072591783,0.76
SHARIKA.BO,368.6800454,69.61539,1.272780739,9.39,9.4,8.93,9.4,40933,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
VAMA.BO,368.6800454,inf,1.272780739,5.05,5.29,4.95,5.29,35791,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SRAMSET.BO,368.6800454,inf,1.272780739,240.2,244.5,232.05,244.9,262,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
PANCHSHEEL.BO,368.6800454,19.871172,1.272780739,207.7,208.1,203,211.6,10405,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
KEMP.BO,368.6800454,93.692276,1.272780739,968.6,1017,1014.5,1017,2,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
TILAK.BO,368.6800454,inf,1.272780739,5.24,5.33,5.24,5.48,384126,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
PIONRINV.BO,368.6800454,20.88878,1.272780739,41,39.77,39.77,43.05,8674,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
TMRVL.NS,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
DHABRIYA.BO,368.6800454,126.947914,1.272780739,256.3,262,262,296.4,30306,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
INDSUCR.BO,368.6800454,11.080605,1.272780739,85.98,88.9,83.67,88.9,4385,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
BSL.BO,611.332,13.7191105,-0.264,165.9,169.4,165,170.05,525,12.14,7.752124646,578421504,3767845888,6288425984,352.785,611.332,-0.264,0.584
SAMRATPH.BO,368.6800454,35.73103,1.272780739,363.2,373.7,351,373.7,7138,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
RAJSREESUG.BO,240.973,9.046583,1.272780739,59.95,60.29,57.65,60.93,9099,6.44,7.752124646,876345472,3958524928,7956441088,142.852,240.973,1.072591783,-0.017
DSSL.BO,763.467,19.492453,0.748,809.05,823.15,796.95,823.15,1344,41.08,7.752124646,761817472,659724992,9689561088,50.346,763.467,0.744,0.319
CINEVISTA.BO,0.139,inf,1.272780739,18.78,18.58,18.39,20,11549,-4.75,7.752124646,-409714752,878689984,4335000,102.405,0.139,1.072591783,-0.996
THAKDEV.BO,368.6800454,35.019413,1.272780739,159,159,155.25,162.35,2050,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
DUNCANENG.BO,368.6800454,113.49598,1.272780739,435,421.05,425.5,450,3331,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
AMARJOTHI.BO,368.6800454,16.556955,1.272780739,173.75,171.25,171.1,175,2260,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
MASTERTR.BO,368.6800454,104.052826,1.272780739,652.9,684,665,685.5,4228,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
KINETICENG.BO,368.6800454,inf,1.272780739,171.7,170,163.15,171,7762,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
LOKESHMACH.BO,156.474,47.381653,0.418,303.95,306.8,300.9,325.05,10886,6.76,7.752124646,370569984,1130382976,2802062080,69.339,156.474,0.418,0.375
PATINTLOG.BO,41.411,27.76,0.28,20.74,21.14,20.7,22,120359,0.75,7.752124646,75531000,228564000,2688571904,19.168,41.411,0.278,0.256
HECPROJECT.NS,64.165,62.99145,97.679,70.45,70.5,70.45,73.8,7104,1.17,7.752124646,79962496,382526016,650806976,124.105,64.165,92.25,0.486
SAGARPROD.BO,368.6800454,30.386742,1.272780739,5.49,5.49,5.22,5.74,13234,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SAHLIBHFI.BO,368.6800454,49.53371,1.272780739,487,510,482,510,1321,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
JSTL.BO,368.6800454,inf,1.272780739,45.78,45.78,44.3,47.5,49798,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
INDSILHYD.BO,368.6800454,inf,1.272780739,44.64,46.4,43.62,46.4,25131,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
MITTAL.NS,2.106,34,0.536,1.75,1.7,1.7,1.7,911082,0.05,7.752124646,7113000,72614166656,682923008,118.1582281,2.106,0.333,-0.013
WHBRADY.BO,368.6800454,24.155008,1.272780739,460.2,516,460.15,516,595,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
RMCL.NS,0.072,inf,1.272780739,1.95,2,1.9,200,47289,-1878.92,7.752124646,-7557000,72614166656,380000,118.1582281,0.072,1.072591783,-0.77
MCDHOLDING.BO,0.253,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,-2.04,7.752124646,-9731000,184211008,3539000,1.961,0.253,1.072591783,0.490908862
OKPLA.BO,368.6800454,inf,1.272780739,14.75,14.4,14.1,15.45,410540,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
MYSORPETRO.BO,368.6800454,24.44672,1.272780739,177.1,170.8,170.8,185.5,6040,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SPENTEX.NS,368.6800454,inf,1.272780739,2.75,2.8,2.8,2.8,348757,-122,7.752124646,-19426000,10091527168,87657371063,118.1582281,368.6800454,1.072591783,-0.83
METALFORGE.NS,60.066,inf,1.272780739,4.55,4.35,4.35,4.35,3768,-72.07,7.752124646,42854000,37552934912,2615857920,118.1582281,60.066,1.072591783,0.047
GUJHOTE.BO,368.6800454,18.44886,1.272780739,176.95,179.95,173.9,181.95,2170,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SURAJLTD.BO,368.6800454,411.2903,1.272780739,219.55,217,215.6,219.55,2919,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SKCIL.BO,368.6800454,inf,1.272780739,228,232.55,232,232.55,565,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
PREMIER.NS,0.115,inf,1.272780739,2.85,2.95,2.7,2.95,61538,-3.66,7.752124646,-38988248,1789923968,87657371063,118.1582281,0.115,1.072591783,0.490908862
BALFC.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
ARIHANT.NS,81.617,inf,-0.805,39.65,39.95,38.5,39.95,8115,-1.691,7.752124646,95960000,1520800000,701468032,83.763,81.617,-0.805,-0.599
TERASOFT.BO,81.105,12.083733,-0.139,50.25,49.01,49.01,51.1,2549,4.18,7.752124646,113840248,286731008,1070550976,26.28,81.105,-0.136,-0.319
ASAL.BO,540.896,58.502487,1.328,585.75,578.9,576.85,596.95,5339,10.05,7.752124646,426693504,865377984,8579597824,118.1582281,540.896,1.336,0.121
SUNLOC.BO,368.6800454,inf,1.272780739,58.46,60,58.5,60.5,773,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
MORARJEE.BO,19.505,inf,1.272780739,19.2,19.01,18.25,19.29,6738,-44.94,7.752124646,-228224256,5220400128,708569024,118.1582281,19.505,1.072591783,-0.847
SMLT.BO,230.168,15.946361,-0.771,214,219,208.1,219,1468,13.05,7.752124646,249401744,72614166656,3153411072,118.1582281,230.168,-0.77,-0.187
MEGASOFT.BO,368.6800454,1286.5001,1.272780739,75.06,78.39,74.1,78.4,66772,0.06,7.752124646,-103692496,1480163968,87657371063,76.485,368.6800454,1.072591783,0.490908862
SUCROSA.BO,368.6800454,inf,1.272780739,14.66,15.24,14.77,15.39,83333,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
STARDELTA.BO,368.6800454,64.373184,1.272780739,621.2,643,614,643,8089,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
EDUCOMP.BO,0.397,inf,1.272780739,3.48,3.65,3.64,3.65,79420,-1.34,7.752124646,-56505500,72614166656,48539000,118.1582281,0.397,1.072591783,-0.119
VALIANT.BO,368.6800454,96462.5,1.272780739,367.5,385.85,374.25,385.85,21182,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SURANASOL.BO,4.344,inf,2.841,34.8,36,34.7,36.2,167088,-0.17,7.752124646,-1060250,2045000,215759008,0.364,4.344,2.58,-0.684
SPCENET.NS,2.092,210,4.15,27.35,27.45,26.8,27.75,4605975,0.13,7.752124646,101923752,3598000,1087901056,0.6,2.092,6,-0.245
SHILGRAVQ.BO,368.6800454,1171.5447,1.272780739,146.6,140.5,139.3,152.7,3078,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
ANIKINDS.BO,21.674,35.81967,1.272780739,45.99,44.03,43.7,45.6,265,1.22,7.752124646,67247000,89782000,600924032,2.216,21.674,1.072591783,-0.471
DNAMEDIA.NS,0.911,0.49520767,-0.575,4.55,4.6,4.35,4.7,46527,9.39,7.752124646,18480250,4362655744,107607000,118.1582281,0.911,-0.574,-0.108
SWASTIVI.BO,368.6800454,42.760735,1.272780739,7.05,7.24,6.71,7.24,83427,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
DCM.BO,38.486,inf,1.272780739,74.67,74.96,73.65,75.94,4450,-1.92,7.752124646,36872500,2600000,714377984,1.861,38.486,1.072591783,0.113
KISAN.BO,368.6800454,inf,1.272780739,55.95,57.06,57.06,57.06,44513,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SURYALA.BO,368.6800454,13.701759,1.272780739,369.7,377.8,349.95,377.8,13836,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SKPMIL.BO,368.6800454,inf,1.272780739,37.5,37.5,37.5,37.5,861,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
ATHENAGLO.BO,368.6800454,inf,1.272780739,93.45,94,90,94,1051,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SOMATEX.NS,2.261,inf,-0.994,35.75,35.5,34,37.5,131238,-0.18,7.752124646,8169000,87300000,74773000,11.467,2.261,-0.994,0.025
RISHIROOP.BO,368.6800454,inf,1.272780739,180,185,180,185,5475,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
INTELSOFT.BO,368.6800454,inf,1.272780739,9.23,9.4,8.9,9.4,41932,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
POLYSPIN.BO,368.6800454,9.4829855,1.272780739,50.75,50.75,48.45,52,3535,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
LOYAL.BO,368.6800454,40.58373,1.272780739,150.65,153.65,153.65,153.65,1484,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
INNOVTEC.BO,368.6800454,13.141685,1.272780739,25,25.5,24,25.99,6870,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
MANGTIMBER.NS,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
KEERTHI.BO,368.6800454,inf,1.272780739,118.4,124.25,112.65,124.25,2031,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
KALLAM.BO,368.6800454,inf,1.272780739,6.2,6.05,6.05,6.39,141351,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
POLYLINK.BO,368.6800454,87.44108,1.272780739,25.82,26.6,25,26.78,29069,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
PUNJCOMMU.BO,368.6800454,inf,1.272780739,51.02,50,49.15,52.98,6135,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
MUKANDENGG.NS,368.6800454,inf,1.272780739,30.75,30.75,30.75,30.75,2609,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
RODIUM.BO,368.6800454,inf,1.272780739,74.49,73.02,73.02,74.94,1503,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
BRIGHTBR.BO,368.6800454,inf,1.272780739,153.9,154,151.3,157.9,966,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
INTLCOMBQ.BO,368.6800454,inf,1.272780739,1739.65,1762,1725,1820,3058,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
JAYSYN.BO,368.6800454,42.268642,1.272780739,111.25,113.5,108,113.5,3114,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
GINISILK.BO,368.6800454,186.77109,1.272780739,77.99,79.75,77.5,80,818,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
STL.BO,368.6800454,19.759945,1.272780739,29.06,29.29,28.5,29.5,214103,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
BRAHMINFRA.BO,368.6800454,160.23256,1.272780739,67.55,67.6,67.5,68.9,16626,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SPMLINFRA.BO,268.979,41.717793,1.272780739,129.55,136,134.45,136,24187,3.26,7.752124646,423486016,17554733056,13212628992,506.681,268.979,1.072591783,0.646
RIBATEX.BO,368.6800454,9.434389,1.272780739,67.52,69,65.21,70.89,16123,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
DBSTOCKBRO.BO,10.814,18.370045,0.957,40.91,41.65,40.35,41.7,1940,2.27,7.752124646,12331239082,18060000,377794560,2.958,10.814,0.957,0.253
TIJARIA.NS,1.398,inf,1.272780739,13.65,13.4,13.4,13.4,27258,-1.74,7.752124646,-22379450,763684992,40047208,118.1582281,1.398,1.072591783,0.490908862
VGCL.BO,368.6800454,inf,1.272780739,84.28,82.7,82.7,86,16610,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
BIRLAPREC.BO,368.6800454,inf,1.272780739,58.17,59.7,58,60.5,79593,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
CTL.BO,368.6800454,348.28125,1.272780739,43.74,45.3,42.15,45.3,5467,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SAUMYA.BO,368.6800454,inf,1.272780739,218.8,229.7,229.7,229.7,565,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
TRABI.BO,368.6800454,inf,1.272780739,8.6,8.77,8.17,9.02,82105,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
INFOMEDIA.NS,368.6800454,inf,1.272780739,7.25,7.95,7.25,7.95,10902,-0.55,7.752124646,-386250,362399008,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
7TEC.BO,368.6800454,29.28506,1.272780739,61.95,64.49,60,65.04,36306,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SOLIDSTON.BO,368.6800454,inf,1.272780739,31.51,33.55,33.06,33.55,627,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
AMDIND.BO,165.229,18.82822,1.272780739,58.47,59.64,58.68,61.38,1445,3.26,7.752124646,355156736,949982016,3166519040,60.388,165.229,1.072591783,-0.172
TATAYODOGA.BO,368.6800454,inf,1.272780739,90.31,92.7,88.35,93.02,5337,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
BARTRONICS.NS,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
COSCO.BO,368.6800454,72.89965,1.272780739,262,260,245.7,260,2647,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
KTIL.BO,368.6800454,inf,1.272780739,79.71,81.3,76.01,81.3,6355,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
ZODIACVEN.BO,368.6800454,913.74994,1.272780739,14.9,14.62,14.61,14.62,2871,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
ADL.NS,90.225,inf,-0.342,80.7,82.5,79,83,337,-0.01,7.752124646,22209000,184788000,495823008,36.659,90.225,-0.355,-0.085
LPDC.BO,0.098,inf,1.272780739,8.84,8.84,8.3,9.06,54247,-0.45,7.752124646,-28830750,72614166656,13713000,118.1582281,0.098,1.072591783,0.490908862
PEARLPOLY.NS,9.518,inf,1.272780739,35.6,34.1,33.1,36.6,560769,-1.14,7.752124646,-70106752,1629000,160872992,0.422,9.518,1.072591783,-0.124
WINSOMTX.BO,368.6800454,inf,1.272780739,79.38,79,77.68,80.88,25070,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
OZONEWORLD.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
APMIN.BO,368.6800454,67.07747,1.272780739,57.09,56.1,55.55,58.5,16134,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
CCLINTER.BO,368.6800454,20.948355,1.272780739,23.04,23,22.28,23.77,5909,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
LAHOTIOV.BO,368.6800454,22.017424,1.272780739,46.13,46,45.7,48.8,21187,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
HINDMILL.BO,368.6800454,inf,1.272780739,260.95,265,260.1,265,366,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
INTECCAP.BO,368.6800454,inf,1.272780739,16.95,16.95,16.95,16.95,5,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
ALMONDZ.BO,35.295,9.783736,3.887,108.3,112.9,110.3,113.7,19756,11.56,7.752124646,12331239082,451200000,954406016,20.49,35.295,3.779,0.649
GUJINTRX.BO,368.6800454,21.105268,1.272780739,256.3,260,257,266,782,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
RASANDIK.BO,368.6800454,inf,1.272780739,89.12,92,89.41,93.57,5213,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SONAL.BO,368.6800454,19.57766,1.272780739,98.43,97.46,95.01,99.99,523,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
BENGALT.BO,368.6800454,inf,1.272780739,123,123.05,123,128.35,1790,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
WILLAMAGOR.NS,-28.928,inf,1.272780739,34.8,35,32.85,35,14825,-25.98,7.752124646,-758621248,5708694016,-317000000,118.1582281,-28.928,1.072591783,-0.957
SUPTANERY.BO,368.6800454,36.457565,1.272780739,9.27,9.27,9.27,10,50196,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
ERPSOFT.BO,368.6800454,inf,1.272780739,94.1,89.95,89.95,89.95,2,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
HILTON.NS,64.076,27,0.682,109.8,110,105.45,113,430736,4.1,7.752124646,178173744,527440000,1349047040,54.455,64.076,0.667,0.437
SUPERIOR.BO,368.6800454,2.4629629,1.272780739,1.4,1.4,1.33,1.4,2450,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
FUTSOL.BO,368.6800454,inf,1.272780739,123.35,123.35,123.35,123.35,95,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
PALASHSEC.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
TAMBOLI.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
LANDMARC.BO,368.6800454,inf,1.272780739,1.17,1.18,1.13,1.23,162688,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
POOJAENT.BO,368.6800454,2.301671,1.272780739,130.6,133.2,133.2,133.2,9437,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
TRANSCOR.BO,368.6800454,inf,1.272780739,36.12,36.99,35.5,38.35,4216,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
NAGPI.BO,368.6800454,inf,1.272780739,99.4,101.85,99,101.9,5143,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
CENTEXT.BO,46.081,24.32941,0.513,19.8,19.8,19.8,20.7,31892,0.85,7.752124646,215200000,420800000,3674500096,59.934,46.081,0.526,-0.003
CHLOGIST.BO,368.6800454,inf,1.272780739,6.66,6.99,6.99,6.99,89461,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SACHEMT.BO,368.6800454,33.589745,1.272780739,19.64,20.22,19.35,20.39,12066,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
TRANSFIN.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
BGWTATO.BO,368.6800454,192.24138,1.272780739,427.1,409,409,428.9,320,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
JUPITERIN.BO,368.6800454,340.93457,1.272780739,36.79,36.75,36,37.49,6449,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
NEXTMEDIA.BO,5.612,inf,1.272780739,6.2,6.15,6,6.27,5937,-2.65,7.752124646,-33900000,1612199936,376400000,118.1582281,5.612,1.072591783,0.019
NATNLSTEEL.NS,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
RTSPOWR.BO,368.6800454,25.58541,1.272780739,151.4,151.9,151.4,173.75,29235,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
GAYAHWS.NS,0.084,0.17492712,1.272780739,1.2,1.2,1.2,1.2,19396,6.86,7.752124646,-18325250,4127681024,20200000,118.1582281,0.084,1.072591783,-0.904
TTFL.BO,368.6800454,225.82224,1.272780739,50.23,50.03,48.25,51.95,8003,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SURYALAXMI.BO,403.295,35.34375,2.657,66.85,66.85,66,69.8,270,1.92,7.752124646,532233504,2327510016,7583965184,87.993,403.295,2.657,-0.016
GGL.BO,368.6800454,17.0194,1.272780739,9.4,9.94,9.19,9.94,40554,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
BLUECLOUDS.BO,368.6800454,inf,1.272780739,51.5,51.5,51.4,56.65,87620,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
LATIMMETAL.BO,368.6800454,inf,1.272780739,16.89,16.89,16.8,17.2,19033,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
ANTGRAPHIC.NS,0.054,inf,1.272780739,1.5,1.45,1.45,1.45,487774,18.4682045,7.752124646,-285250,31296000,8404000,18.87,0.054,1.072591783,0.487
BESTEAST.BO,368.6800454,inf,1.272780739,16.42,16.99,16.2,16.99,4798,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
PALRED.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
